DBLP.xml, Factory::create, 00:05:14.118_902
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_274
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_284
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_277
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_283
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_300
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_270
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_273
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_272
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_275
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_285
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_274
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_293
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_274
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_294
DBLP.xml, height, 00:00:00.000_285
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_422
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_270
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_270
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_275
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_349
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_132
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_133
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_132
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_131
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_133
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_132
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_131
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_147
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_153
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_150
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_151
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_150
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_155
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_155
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_153
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_160
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_157
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_160
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_155
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_153
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_153
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_155
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_150
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_155
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_153
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_153
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_152
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_153
