DBLP.xml, Factory::create, 00:04:54.180_505
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_119
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_119
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_119
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_119
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_119
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_119
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_173
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_160
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_134
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_134
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_133
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_134
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_134
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_133
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_134
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_132
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_134
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_134
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_148
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_146
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_155
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_146
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_147
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_149
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_146
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_148
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_147
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_206
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_203
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_147
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_146
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_166
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_133
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_154
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_155
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_182
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_703
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_185
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_208
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_156
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_175
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_150
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_131
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_145
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_132
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_149
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_131
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_135
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_181
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
